id,day,event_type,category,region,device,account_age_days,num_prev_listings,prev_reports_30d,verification_level,price,num_images,message_length,contains_off_platform,urgency_words,payment_attempt,time_to_first_response_min,is_suspicious
1543,10,ad_post,phones,metro,android,86.3,1,0,1,45.24,4,75,0,0,0,10.6,0
1544,14,ad_post,furniture,metro,android,117.8,6,0,0,281.97,1,46,0,1,0,16.3,0
1545,10,message_send,phones,metro,android,118.3,3,0,1,249.3,9,102,0,0,0,12.4,0
1546,10,message_send,furniture,urban,android,64.2,5,0,0,71.61,2,218,0,0,1,5.1,1
1547,9,ad_post,bikes,metro,web,139.3,2,0,2,91.47,0,200,0,0,0,11.1,0
1548,14,ad_post,other,urban,android,163.4,2,1,1,57.83,3,37,0,0,0,22.4,0
1549,12,ad_post,other,metro,ios,65.6,4,0,1,44.71,2,170,0,1,0,10.4,0
1550,8,ad_post,other,metro,android,52.3,5,0,0,209.93,8,138,0,0,0,43.7,0
1551,1,ad_post,other,metro,android,29.2,3,0,1,238.19,2,9,0,0,0,54.9,0
1552,10,ad_post,other,urban,web,14.1,4,0,0,29.93,3,62,0,0,0,5.6,1
1553,9,message_send,bikes,urban,ios,82.3,1,1,2,,5,178,0,0,1,,0
1554,1,ad_post,electronics,rural,android,48.6,5,1,0,204.18,4,137,0,0,0,66.4,0
1555,5,ad_post,bikes,metro,android,37.7,7,0,1,150.82,5,189,0,0,0,4.0,0
1556,5,ad_post,electronics,urban,android,89.8,7,1,0,136.62,4,170,0,0,0,35.9,0
1557,14,ad_post,bikes,urban,android,13.2,5,0,1,144.39,3,0,0,0,1,,0
1558,10,ad_post,other,rural,ios,49.6,3,0,0,600.58,2,68,0,0,0,99.3,0
1559,4,ad_post,other,rural,android,54.0,2,0,0,189.79,4,80,0,0,1,8.2,0
1560,2,ad_post,bikes,rural,ios,204.4,2,0,2,77.91,6,185,0,0,0,52.7,0
1561,11,ad_post,furniture,metro,android,176.7,4,0,1,140.56,6,67,0,0,0,65.8,0
1562,14,ad_post,furniture,rural,android,28.2,2,0,2,65.52,6,241,0,0,0,26.5,0
1563,6,ad_post,phones,urban,android,110.6,5,0,1,134.79,3,74,0,0,0,5.2,0
1564,5,ad_post,fashion,urban,ios,60.6,1,1,2,353.96,3,96,0,0,0,25.1,0
1565,1,ad_post,phones,metro,android,212.5,6,0,0,198.45,4,127,0,0,0,12.7,0
1566,3,ad_post,bikes,rural,web,223.9,3,0,0,81.55,4,106,0,0,0,16.2,0
1567,12,message_send,fashion,urban,android,53.5,1,0,1,285.9,0,231,1,0,0,40.9,0
1568,11,ad_post,other,metro,ios,83.7,4,0,0,73.8,0,97,0,0,1,24.8,0
1569,13,ad_post,other,urban,android,219.0,2,0,2,58.89,5,0,0,0,0,24.1,0
1570,13,ad_post,phones,rural,ios,124.6,4,0,1,115.26,6,0,0,0,1,8.0,0
1571,12,ad_post,furniture,metro,android,53.4,1,0,0,81.54,5,55,0,0,0,11.8,0
1572,2,ad_post,phones,rural,android,13.5,7,0,1,258.8,6,82,0,0,1,7.2,0
1573,13,ad_post,bikes,metro,ios,38.4,4,0,1,514.58,3,68,0,0,0,7.9,0
1574,11,ad_post,other,urban,android,149.8,3,0,1,87.53,3,110,0,0,0,20.4,0
1575,13,message_send,phones,urban,ios,83.4,3,0,1,39.33,2,206,0,0,0,4.6,0
1576,3,message_send,other,metro,android,85.7,2,0,1,69.88,1,165,1,0,0,4.4,0
1577,11,ad_post,furniture,,android,90.7,4,0,2,236.09,1,38,0,0,1,17.2,0
1578,13,ad_post,electronics,metro,android,63.6,5,0,0,584.53,2,187,0,0,1,29.8,0
1579,3,message_send,bikes,urban,android,33.1,1,0,0,194.53,2,125,0,0,0,18.1,1
1580,4,message_send,other,urban,ios,32.5,2,0,0,157.14,1,177,0,0,0,2.7,0
1581,9,ad_post,fashion,rural,ios,214.6,6,0,0,341.73,3,62,0,0,0,25.0,0
1582,12,ad_post,electronics,urban,android,125.5,3,0,0,83.15,2,72,0,0,1,23.1,0
1583,2,ad_post,other,metro,android,40.0,3,0,0,75.4,2,163,0,0,0,23.1,0
1584,6,message_send,electronics,urban,android,24.9,2,0,1,221.69,1,185,0,0,1,12.3,0
1585,8,ad_post,electronics,metro,android,130.7,1,0,1,110.82,2,166,0,0,0,22.0,0
1586,11,ad_post,other,metro,ios,51.1,2,0,0,75.96,1,126,0,0,0,7.1,0
1587,12,ad_post,other,metro,android,258.7,2,1,0,,5,61,0,0,0,8.8,0
1588,7,ad_post,fashion,rural,ios,47.5,4,0,1,257.08,3,76,0,1,0,29.0,0
1589,5,message_send,phones,urban,android,120.0,2,0,0,271.09,2,84,0,0,0,17.7,0
1590,6,ad_post,furniture,metro,android,18.8,4,0,1,,1,66,0,0,1,,0
1591,4,ad_post,electronics,metro,web,11.5,7,0,0,36.04,1,164,0,0,0,9.9,0
1592,9,ad_post,electronics,metro,android,16.4,2,0,0,69.93,4,132,0,0,0,4.4,0
1593,3,message_send,fashion,rural,web,484.8,6,0,0,60.04,1,161,1,0,0,3.2,0
1594,14,message_send,furniture,metro,android,484.5,0,0,0,88.59,3,136,0,0,0,23.4,0
1595,14,message_send,electronics,urban,android,109.0,2,0,1,701.39,1,127,0,0,0,20.5,0
1596,12,ad_post,electronics,urban,ios,41.4,6,0,0,155.87,6,79,0,0,1,23.3,1
1597,10,message_send,fashion,metro,ios,63.0,4,0,0,124.78,3,98,0,0,0,7.4,0
1598,12,ad_post,furniture,urban,ios,44.2,4,0,0,172.31,2,82,0,0,0,4.6,0
1599,10,ad_post,phones,metro,web,64.0,1,1,2,190.13,5,0,0,0,0,45.6,0
1600,3,ad_post,other,metro,web,245.4,0,0,2,,2,126,0,0,0,9.4,0
1601,7,ad_post,fashion,urban,android,16.1,3,0,2,318.77,4,127,0,0,0,15.1,0
1602,7,ad_post,furniture,urban,android,13.3,4,0,1,217.3,3,138,0,0,0,5.2,0
1603,10,message_send,electronics,urban,ios,204.0,0,0,0,76.33,5,214,0,0,0,9.6,0
1604,1,ad_post,other,urban,web,103.5,7,0,2,229.06,2,28,0,0,0,13.5,0
1605,3,message_send,bikes,metro,ios,175.5,2,0,0,712.21,0,114,0,0,0,8.1,0
1606,8,message_send,fashion,rural,android,65.9,4,0,2,198.21,2,127,0,0,0,6.7,0
1607,14,ad_post,furniture,urban,android,70.2,2,0,0,140.84,2,0,0,0,0,54.0,0
1608,1,ad_post,furniture,urban,android,185.2,0,0,1,108.51,3,70,0,1,0,42.6,0
1609,9,ad_post,phones,metro,android,41.5,1,0,0,71.9,1,121,0,0,0,8.6,0
1610,14,message_send,other,metro,android,24.6,1,0,1,81.52,2,256,0,0,0,4.0,0
1611,4,ad_post,electronics,rural,ios,33.9,1,0,0,97.19,2,61,0,0,0,44.4,0
1612,4,ad_post,other,urban,ios,48.3,3,1,0,166.64,4,59,0,0,0,17.8,0
1613,4,ad_post,fashion,metro,web,36.1,6,0,0,162.38,2,56,0,0,0,7.2,0
1614,14,message_send,electronics,rural,web,18.6,5,0,2,211.49,0,250,0,0,0,10.9,0
1615,14,ad_post,electronics,urban,android,265.2,2,0,1,73.86,5,2,0,0,0,8.8,0
1616,14,message_send,other,metro,android,213.7,1,0,2,21.79,5,103,0,0,0,8.3,0
1617,9,ad_post,bikes,metro,ios,46.6,5,1,1,519.24,7,83,0,0,0,8.7,0
1618,6,message_send,bikes,metro,android,351.9,4,0,1,345.44,2,81,0,0,1,1.4,1
1619,8,ad_post,electronics,metro,android,12.8,4,0,2,485.72,3,165,0,0,1,87.5,0
1620,13,ad_post,other,metro,android,60.6,4,0,1,48.25,3,88,0,0,0,16.9,0
1621,2,ad_post,electronics,rural,ios,35.7,2,0,0,104.2,5,166,0,0,0,7.4,0
1622,10,ad_post,bikes,urban,android,51.5,5,0,0,41.82,2,106,0,0,0,93.1,0
1623,1,ad_post,other,metro,android,139.4,6,0,1,531.8,2,83,0,0,0,9.3,0
1624,10,message_send,bikes,rural,ios,133.8,3,0,0,362.84,3,161,0,0,0,18.1,0
1625,12,message_send,phones,urban,android,14.5,1,0,2,96.2,5,241,1,0,1,24.0,1
1626,8,message_send,electronics,metro,android,43.3,1,0,0,,1,219,0,0,0,62.5,0
1627,7,ad_post,phones,,android,43.9,8,0,0,78.26,1,115,0,1,0,12.7,0
1628,2,ad_post,furniture,metro,web,65.2,3,0,0,,3,146,0,0,0,7.4,1
1629,2,ad_post,electronics,rural,android,117.3,5,0,2,264.29,3,0,0,0,0,37.0,0
1630,6,ad_post,phones,urban,web,59.9,2,0,1,84.33,1,84,0,0,0,0.7,0
1631,14,ad_post,bikes,metro,android,27.0,0,0,1,192.29,2,106,0,0,0,40.9,0
1632,6,message_send,fashion,urban,android,30.3,5,0,1,383.1,5,231,0,0,0,38.5,0
1633,13,ad_post,furniture,metro,ios,31.8,3,1,2,87.24,2,84,0,1,0,25.4,0
1634,4,ad_post,fashion,metro,android,62.6,5,0,1,,0,9,0,0,0,3.5,0
1635,11,message_send,other,rural,ios,105.9,4,2,2,243.6,0,158,0,0,0,13.7,0
1636,6,ad_post,furniture,metro,android,44.7,2,0,1,580.07,1,0,0,0,0,14.9,0
1637,12,ad_post,phones,metro,android,76.9,5,0,1,81.0,4,197,0,0,0,19.2,0
1638,12,message_send,bikes,rural,ios,47.2,1,0,0,254.0,3,169,0,0,1,2.8,0
1639,2,message_send,other,rural,android,31.9,2,0,0,203.93,2,268,0,0,0,46.1,0
1640,3,ad_post,bikes,urban,android,16.5,2,0,0,507.03,5,117,0,0,0,16.7,1
1641,11,ad_post,other,rural,android,19.8,2,0,2,90.37,5,84,0,0,0,29.5,0
1642,11,ad_post,electronics,metro,android,585.8,2,0,0,80.96,4,137,0,0,0,54.3,0
1643,10,ad_post,bikes,urban,ios,46.6,0,0,0,267.51,1,85,0,0,0,76.1,0
1644,14,ad_post,fashion,urban,ios,148.7,4,0,1,160.63,3,77,0,1,0,58.8,0
1645,2,message_send,other,metro,android,140.6,4,0,1,56.04,0,109,0,0,0,30.3,0
1646,12,ad_post,furniture,,ios,22.5,4,1,0,221.84,4,179,0,0,1,67.3,1
1647,7,message_send,fashion,,ios,86.2,4,0,0,148.49,2,195,0,0,0,26.5,0
1648,2,ad_post,other,urban,ios,342.6,1,0,1,85.15,2,171,0,0,0,20.4,0
1649,6,ad_post,electronics,metro,android,31.3,3,0,0,769.34,2,159,0,0,0,,0
1650,9,ad_post,other,metro,android,64.1,5,0,0,65.27,4,0,0,0,0,5.8,0
1651,4,ad_post,other,urban,android,80.7,3,0,0,31.65,2,29,0,0,0,33.9,0
1652,10,ad_post,bikes,metro,android,37.7,3,0,0,197.37,1,28,0,0,1,16.0,0
1653,1,message_send,other,metro,android,31.2,2,1,0,293.17,6,233,0,0,0,33.5,1
1654,3,ad_post,furniture,rural,web,96.1,5,0,1,323.63,4,118,0,1,1,4.2,0
1655,14,ad_post,furniture,metro,ios,174.4,3,1,0,205.8,6,189,0,0,0,11.1,0
1656,1,ad_post,phones,rural,android,34.3,2,0,2,215.7,1,106,0,0,1,14.4,0
1657,6,message_send,bikes,urban,android,43.9,0,0,0,65.12,4,102,0,0,0,75.3,0
1658,13,message_send,phones,urban,android,43.2,3,0,2,69.14,1,209,1,0,0,13.5,0
1659,11,message_send,fashion,rural,web,134.2,4,0,1,151.2,0,181,0,0,0,7.2,0
1660,5,ad_post,other,metro,ios,265.0,6,0,0,727.59,4,78,0,0,1,,1
1661,10,ad_post,phones,urban,android,244.6,5,0,0,57.86,5,168,1,0,0,7.3,0
1662,10,ad_post,electronics,metro,web,49.0,4,0,0,33.2,5,118,0,1,0,2.2,0
1663,10,ad_post,bikes,rural,web,10.1,6,0,0,206.11,0,104,0,0,0,16.5,0
1664,9,ad_post,bikes,urban,android,84.8,3,0,1,392.88,1,135,0,0,0,100.9,0
1665,14,message_send,electronics,urban,ios,16.1,1,0,1,210.97,1,174,0,0,0,299.1,1
1666,13,ad_post,electronics,metro,android,204.1,3,2,2,620.96,0,199,0,0,1,10.8,0
1667,6,ad_post,other,rural,android,186.5,7,1,1,588.77,2,5,0,0,0,13.5,0
1668,13,message_send,bikes,urban,android,8.0,3,0,1,58.21,2,95,1,0,0,19.8,0
1669,6,ad_post,bikes,metro,android,112.0,1,0,0,224.14,3,160,0,0,0,32.5,0
1670,9,ad_post,bikes,rural,ios,36.1,2,0,1,320.82,3,14,0,0,0,39.9,0
1671,8,ad_post,bikes,metro,android,97.2,5,1,0,177.54,4,133,0,0,0,2.2,0
1672,7,message_send,electronics,metro,ios,32.9,7,0,1,156.81,2,352,0,0,0,17.5,0
1673,9,message_send,electronics,rural,ios,54.0,6,0,0,333.2,0,71,0,0,0,7.1,0
1674,14,message_send,bikes,urban,android,47.3,3,0,2,59.74,2,129,0,0,1,10.6,0
1675,7,message_send,other,urban,android,85.4,4,1,0,335.64,2,121,0,1,0,43.5,1
1676,11,ad_post,furniture,metro,android,4.4,2,0,0,117.9,1,71,0,0,0,30.9,0
1677,4,ad_post,furniture,urban,android,188.8,2,0,1,423.74,0,145,0,0,0,22.9,0
1678,5,message_send,fashion,metro,android,50.7,3,0,0,127.0,1,212,0,0,0,29.7,0
1679,14,ad_post,electronics,metro,ios,44.8,2,0,0,92.97,5,48,0,0,0,11.2,0
1680,9,message_send,other,rural,ios,145.5,4,0,0,455.24,5,26,0,0,0,37.1,0
1681,12,ad_post,fashion,urban,web,27.3,4,1,0,45.04,3,80,1,1,0,38.1,1
1682,8,ad_post,furniture,urban,android,135.2,3,0,1,222.6,3,22,0,1,0,18.0,1
1683,12,message_send,electronics,metro,android,42.4,5,0,1,65.8,4,170,0,0,0,14.9,0
1684,1,ad_post,electronics,metro,android,370.0,1,0,0,408.1,1,27,0,1,0,1.6,1
1685,6,message_send,furniture,rural,android,16.6,1,0,0,81.13,4,31,0,0,0,11.7,0
1686,7,message_send,bikes,urban,ios,57.6,3,0,0,89.76,4,80,0,0,0,15.9,0
1687,14,ad_post,furniture,,ios,35.4,3,0,2,,4,3,0,0,0,11.5,0
1688,4,message_send,other,urban,ios,25.0,2,2,1,223.24,3,161,0,0,1,2.8,0
1689,3,ad_post,other,rural,ios,28.1,4,0,1,79.54,2,193,0,0,0,29.7,0
1690,8,ad_post,electronics,metro,ios,168.0,2,0,0,372.11,0,49,0,0,0,15.3,0
1691,7,message_send,fashion,rural,android,112.9,4,0,2,62.39,3,58,0,0,0,27.2,0
1692,10,ad_post,electronics,rural,android,22.0,0,0,1,68.39,5,147,0,0,0,34.4,0
1693,4,ad_post,furniture,metro,ios,79.8,5,0,0,159.14,3,157,0,0,0,83.3,0
1694,3,ad_post,other,urban,android,39.7,2,0,1,179.97,5,143,0,0,0,11.6,0
1695,14,message_send,electronics,metro,android,70.5,1,0,0,176.16,4,184,0,0,0,11.4,0
1696,6,ad_post,furniture,metro,ios,242.4,4,2,0,238.93,1,0,0,0,0,4.7,0
1697,5,ad_post,fashion,metro,android,205.3,6,1,1,425.43,5,76,0,1,0,7.0,1
1698,7,ad_post,other,urban,ios,100.2,4,1,0,172.21,3,8,0,0,1,2.5,0
1699,2,ad_post,electronics,urban,android,48.6,1,1,2,33.86,3,8,1,0,0,7.4,0
1700,11,ad_post,furniture,urban,android,30.8,5,0,0,,2,139,0,0,0,48.2,0
1701,8,ad_post,furniture,metro,web,27.4,1,0,0,563.09,4,19,0,0,0,54.6,0
1702,6,ad_post,bikes,rural,ios,29.8,3,0,2,382.78,2,77,0,0,0,,0
1703,13,message_send,other,metro,ios,37.8,4,0,1,101.19,2,193,1,0,0,29.5,0
1704,8,ad_post,bikes,metro,android,20.3,3,0,1,233.63,4,0,0,0,0,4.0,0
1705,8,ad_post,furniture,metro,ios,130.0,2,0,1,83.67,4,153,0,0,1,25.5,0
1706,3,ad_post,other,rural,android,51.3,2,0,2,730.05,3,44,0,0,0,41.4,0
1707,10,ad_post,electronics,urban,android,26.8,4,0,0,263.42,1,124,0,0,0,6.0,0
1708,2,message_send,furniture,metro,ios,50.9,4,0,1,206.59,2,90,0,0,0,25.4,0
1709,4,message_send,phones,metro,web,28.4,4,0,1,224.34,0,132,0,0,0,15.9,0
1710,8,message_send,other,urban,android,70.3,2,0,0,252.83,0,97,0,0,0,1.7,0
1711,4,ad_post,bikes,urban,android,20.5,5,0,2,315.9,3,55,0,0,0,4.4,0
1712,3,ad_post,fashion,metro,android,192.1,3,0,2,84.77,1,33,0,0,0,17.1,0
1713,1,ad_post,electronics,metro,web,78.7,4,0,2,118.06,3,100,0,0,0,21.4,0
1714,5,ad_post,bikes,metro,android,40.8,3,0,1,207.97,5,5,0,0,1,50.3,0
1715,7,ad_post,phones,rural,android,40.3,5,0,1,773.63,4,100,0,0,0,27.6,0
1716,9,ad_post,other,metro,android,20.3,4,0,0,58.17,4,58,0,0,1,57.1,0
1717,11,ad_post,electronics,metro,android,24.2,2,0,1,156.17,5,198,0,0,0,27.3,0
1718,11,ad_post,bikes,metro,android,57.9,1,0,1,85.97,3,206,0,0,0,7.6,1
1719,6,ad_post,furniture,urban,android,363.4,1,0,1,1419.55,0,0,0,0,1,7.1,0
1720,9,ad_post,electronics,urban,android,400.6,1,0,1,285.04,1,159,0,0,0,12.8,0
1721,7,ad_post,other,rural,android,63.5,2,0,2,144.19,2,50,0,0,0,59.1,0
1722,5,ad_post,other,urban,ios,70.2,3,0,2,145.86,5,0,0,0,0,14.8,1
1723,6,ad_post,bikes,urban,android,64.0,2,0,2,128.63,6,80,0,0,0,,0
1724,10,ad_post,fashion,metro,android,30.6,6,0,0,172.42,4,36,0,0,1,2.1,0
1725,11,ad_post,other,urban,android,60.5,0,0,1,158.49,4,32,0,0,0,47.3,0
1726,14,ad_post,bikes,metro,android,26.5,2,0,0,406.95,5,58,0,0,1,20.7,1
1727,9,ad_post,fashion,rural,ios,82.8,8,1,2,183.89,3,69,0,0,0,1.1,0
1728,4,ad_post,furniture,metro,android,31.5,3,0,0,258.91,3,82,0,0,0,,1
1729,8,message_send,bikes,metro,android,61.5,1,0,1,80.36,1,111,0,0,0,6.2,0
1730,12,message_send,bikes,urban,ios,107.0,5,0,1,58.4,1,114,0,0,0,21.6,0
1731,7,ad_post,electronics,metro,android,42.5,2,0,1,268.99,4,8,0,0,0,4.7,0
1732,10,message_send,furniture,metro,android,53.6,2,1,2,281.57,4,114,0,0,0,215.7,0
1733,9,ad_post,other,metro,android,49.1,1,0,2,47.46,4,130,0,1,0,24.9,1
1734,10,ad_post,other,metro,android,96.2,3,0,1,46.0,5,98,0,1,0,10.5,0
1735,14,ad_post,other,rural,android,119.5,2,0,1,473.02,3,71,0,0,0,6.3,0
1736,12,ad_post,phones,urban,android,34.2,2,0,0,176.85,1,27,0,1,0,,0
1737,11,ad_post,electronics,urban,android,22.2,1,0,2,96.19,0,150,0,0,0,8.4,0
1738,6,ad_post,phones,metro,ios,45.7,3,0,0,58.3,3,40,0,0,0,28.2,0
1739,7,ad_post,bikes,metro,android,83.2,3,0,1,159.68,4,62,0,0,0,9.9,0
1740,12,ad_post,other,urban,android,150.9,3,0,0,132.23,2,3,0,0,0,,0
1741,14,ad_post,fashion,urban,android,61.6,3,0,1,395.29,2,102,0,1,0,79.7,0
1742,2,ad_post,electronics,urban,android,42.2,1,0,1,,1,61,0,0,0,2.2,0
1743,13,ad_post,electronics,,ios,165.1,3,0,0,210.1,5,227,0,0,0,18.7,0
1744,6,ad_post,other,rural,android,47.2,5,0,0,72.06,1,114,0,0,0,95.0,0
1745,5,ad_post,furniture,rural,ios,36.9,3,0,0,261.36,0,33,0,0,0,12.2,0
1746,3,message_send,other,urban,ios,17.9,4,0,0,269.6,1,125,1,1,0,3.7,1
1747,7,ad_post,electronics,metro,android,64.7,3,0,0,67.9,1,116,0,0,0,16.8,0
1748,11,message_send,electronics,urban,android,81.6,4,1,0,119.72,4,41,0,1,0,12.4,0
1749,7,ad_post,other,metro,web,209.0,2,1,0,97.31,5,57,0,0,0,2.2,0
1750,10,ad_post,other,urban,ios,131.2,4,1,1,113.58,4,111,0,0,0,4.9,0
1751,14,ad_post,other,,ios,547.1,1,0,1,28.8,7,32,0,0,0,6.6,0
1752,12,message_send,furniture,metro,android,64.4,3,0,1,220.3,1,298,0,0,0,2.0,0
1753,11,ad_post,furniture,metro,android,100.2,4,1,1,40.92,3,89,0,1,0,23.3,0
1754,12,message_send,bikes,urban,android,77.5,4,0,1,108.13,5,144,0,0,0,10.5,0
1755,6,ad_post,bikes,rural,ios,467.0,3,0,0,147.02,5,40,0,0,1,16.0,0
1756,4,message_send,electronics,metro,android,34.0,7,0,0,52.85,4,137,0,0,0,5.1,0
1757,11,ad_post,fashion,rural,android,128.3,3,0,0,413.87,4,18,0,0,0,3.8,0
1758,4,ad_post,furniture,metro,android,111.7,2,0,0,340.08,1,113,0,0,0,4.0,0
1759,4,ad_post,bikes,urban,android,21.7,2,0,2,58.55,4,185,1,0,0,6.4,0
1760,13,message_send,other,urban,android,103.5,3,0,1,137.53,2,132,0,0,0,20.2,1
1761,9,message_send,other,metro,web,32.3,2,0,1,133.77,2,246,0,0,0,19.5,0
1762,11,ad_post,furniture,rural,android,63.3,6,0,1,174.42,3,0,0,0,0,8.5,0
1763,11,message_send,furniture,rural,android,141.2,2,0,0,282.92,2,50,0,1,1,12.5,0
1764,10,ad_post,bikes,metro,android,84.9,3,1,0,156.07,1,141,0,0,0,9.4,0
1765,3,ad_post,furniture,metro,android,100.8,1,0,0,,3,59,0,0,0,4.4,0
1766,3,ad_post,furniture,rural,android,73.8,5,0,1,177.4,5,146,0,0,0,12.1,0
1767,13,ad_post,electronics,urban,android,43.0,2,0,1,404.2,3,0,0,0,1,22.7,0
1768,7,ad_post,fashion,rural,android,47.6,5,0,1,49.78,1,138,0,1,1,7.2,0
1769,11,message_send,other,rural,android,38.8,3,0,0,37.81,2,114,0,1,0,67.8,0
1770,2,ad_post,electronics,rural,ios,192.9,4,0,2,34.54,2,26,0,0,0,,0
1771,4,message_send,phones,rural,android,78.2,2,0,2,101.31,1,113,0,0,0,19.8,0
1772,10,message_send,phones,metro,android,92.0,3,0,0,61.06,5,155,0,0,1,4.3,0
1773,6,ad_post,phones,metro,android,22.4,4,0,0,75.78,2,115,0,0,0,1.4,0
1774,14,ad_post,other,metro,android,105.9,2,0,0,35.08,3,159,0,0,0,6.9,0
1775,8,ad_post,electronics,metro,ios,156.0,5,1,0,154.3,4,110,1,0,0,95.9,0
1776,14,message_send,electronics,,android,154.1,2,0,0,,0,164,0,0,0,47.5,1
1777,5,message_send,other,urban,android,1124.2,1,0,1,,3,192,0,0,0,22.0,0
1778,10,ad_post,bikes,rural,ios,41.2,2,0,0,69.49,6,100,0,0,0,10.0,0
1779,12,ad_post,furniture,metro,ios,130.6,2,1,0,305.97,5,116,0,0,1,2.0,0
1780,12,message_send,fashion,rural,android,190.1,1,1,0,166.01,0,105,0,1,0,10.2,0
1781,1,ad_post,other,urban,ios,73.1,1,0,1,104.13,1,46,0,0,1,38.2,0
1782,3,ad_post,furniture,urban,ios,44.7,1,0,0,83.08,3,27,0,0,0,78.4,0
1783,14,ad_post,phones,metro,ios,59.7,5,0,2,240.41,6,0,0,0,0,6.4,0
1784,11,ad_post,phones,metro,ios,104.6,3,1,2,342.1,1,0,0,0,0,27.5,0
1785,9,message_send,furniture,metro,android,63.1,4,0,0,105.97,1,236,0,0,0,7.2,1
1786,5,message_send,other,urban,web,52.4,1,0,1,437.5,3,191,0,0,0,16.7,0
1787,4,message_send,bikes,metro,ios,132.9,4,0,1,107.66,3,168,0,0,0,13.2,0
1788,12,ad_post,bikes,metro,ios,48.8,2,0,0,48.92,3,21,0,1,0,7.9,0
1789,11,ad_post,other,metro,android,6.3,5,0,1,18.96,2,124,0,0,0,21.3,0
1790,10,message_send,bikes,urban,ios,265.9,4,0,0,309.24,4,37,0,0,0,2.3,0
1791,6,message_send,other,rural,android,60.6,1,0,2,130.13,2,52,0,0,0,5.7,0
1792,10,message_send,phones,metro,web,53.8,2,0,0,152.86,4,93,0,0,0,6.2,0
1793,5,message_send,electronics,metro,ios,56.4,3,0,1,97.56,3,79,0,0,0,20.5,0
1794,6,ad_post,bikes,rural,android,137.0,6,0,0,170.72,2,203,0,0,1,23.4,0
1795,1,ad_post,furniture,urban,android,178.1,3,0,0,208.59,3,129,0,0,0,65.4,0
1796,11,message_send,electronics,metro,ios,66.3,3,0,1,880.7,0,111,0,0,0,58.4,0
1797,6,ad_post,other,metro,ios,18.6,3,0,0,245.77,2,95,0,0,0,53.2,0
1798,6,message_send,other,metro,android,61.6,4,0,2,94.64,2,197,0,0,0,2.5,0
1799,11,ad_post,furniture,rural,android,61.1,1,0,1,34.72,4,244,0,0,0,7.9,0
1800,13,ad_post,phones,rural,ios,75.5,4,0,0,162.36,2,75,0,0,1,21.1,0
1801,3,message_send,electronics,rural,android,16.7,5,0,1,316.53,3,108,0,0,1,,1
1802,14,ad_post,phones,metro,android,79.6,2,0,2,,0,68,0,0,0,9.1,0
1803,10,message_send,electronics,metro,web,63.6,5,1,0,164.68,4,82,0,0,0,10.0,1
1804,14,message_send,other,urban,ios,26.1,5,0,0,208.7,5,188,0,0,0,10.8,0
1805,10,ad_post,phones,rural,ios,267.3,4,0,0,600.03,4,171,0,0,0,,0
1806,9,ad_post,electronics,metro,ios,126.1,3,0,2,122.67,2,153,0,0,0,,0
1807,6,message_send,electronics,metro,ios,92.3,2,0,1,57.77,0,194,1,0,0,6.9,0
1808,7,message_send,furniture,metro,android,51.6,6,1,1,329.59,3,50,0,0,0,3.8,0
1809,5,ad_post,fashion,urban,android,12.0,4,0,0,108.32,4,204,0,0,1,8.9,1
1810,10,message_send,phones,urban,ios,150.2,4,0,0,70.27,4,146,0,0,0,9.7,0
1811,2,ad_post,phones,rural,ios,26.2,0,0,1,1317.02,2,74,0,0,0,12.1,0
1812,5,ad_post,bikes,metro,android,26.1,5,0,0,524.52,5,93,0,0,0,4.6,0
1813,10,message_send,furniture,urban,android,128.8,3,0,1,282.26,3,130,0,0,0,22.1,0
1814,11,ad_post,phones,metro,android,39.9,6,0,0,137.28,1,162,0,1,1,50.9,1
1815,6,ad_post,furniture,metro,android,476.6,3,0,1,76.13,6,116,0,0,0,,0
1816,2,ad_post,fashion,metro,android,21.4,3,0,1,117.1,1,87,0,0,0,6.1,0
1817,9,ad_post,other,rural,ios,72.0,5,0,1,18.42,1,180,0,0,0,6.9,0
1818,6,ad_post,electronics,metro,android,168.8,6,0,2,52.73,3,45,0,0,0,30.3,0
1819,11,ad_post,bikes,metro,android,45.8,2,0,1,43.08,4,239,0,1,0,5.0,0
1820,6,ad_post,phones,metro,android,76.6,7,0,2,351.56,4,165,0,0,0,116.1,0
1821,5,ad_post,fashion,rural,ios,156.6,2,0,2,419.21,3,69,0,0,0,,0
1822,2,ad_post,electronics,metro,android,48.4,4,0,0,227.88,1,106,0,0,1,19.7,0
1823,12,ad_post,other,urban,ios,64.9,2,0,1,79.55,3,0,0,0,0,11.4,0
1824,13,ad_post,electronics,rural,android,89.5,5,0,1,179.59,0,8,0,0,0,10.7,0
1825,3,message_send,bikes,metro,android,126.0,2,0,0,325.36,1,116,0,0,0,17.8,0
1826,3,ad_post,fashion,rural,ios,63.9,3,0,1,163.69,2,116,0,0,0,6.2,0
1827,10,ad_post,bikes,urban,web,149.6,2,0,2,70.29,3,177,0,0,1,8.3,0
1828,3,ad_post,other,metro,android,9.5,4,0,0,140.79,4,32,0,0,0,4.8,0
1829,8,ad_post,furniture,metro,ios,80.4,1,1,0,,2,28,0,0,0,8.4,0
1830,9,ad_post,electronics,urban,ios,55.0,3,0,1,108.12,3,36,0,0,0,7.0,0
1831,2,message_send,other,urban,ios,110.9,1,0,2,249.34,2,252,0,0,0,37.0,0
